book_id;ISBN;title;pages;cover;book_genre;thumbnail;publisher;published_year;description;state
5393;9,78E+12;The Grace Awakening;306;h;Religion;http://books.google.com/books/content?id=GZ0aPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;2006;Swindoll calls all Christians to wake up and reject living in legalistic, performance-oriented bondage. He urges readers not to miss living a grace-filled life since freedom and joy--not lists, demands, and duties--await all who believe in the Lord Jesus Christ.;1
5394;9,78E+12;Lead Like Jesus;239;h;Religion;http://books.google.com/books/content?id=nEAquAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;2007;The author of One Minute Manager, one of the world's most popular management methods, introduces principles for effective leadership that focus on Jesus as a role model, aligning four internal and external domains--the heart, the head, the hands, and the habits.;1
5395;9,78E+12;Blink;400;h;Fiction;http://books.google.com/books/content?id=ppIGVtoUkAgC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;2004;A Saudi Arabian princess flees a painful forced marriage for the promise of America, and teams up with graduate student Seth, who possesses the ability to see multiple possible futures, in a dangerous struggle for power.;1
5396;9,78E+12;Salvation to the Ends of the Earth;351;s;Religion;http://books.google.com/books/content?id=R3fEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;2001;(NSBT) Andreas Kstenberger and Peter O'Brien offer a comprehensive biblical theology of missions, covering the Old Testament, Second Temple Period and the New Testament. Part of the New Studies in Biblical Theology series.;1
5397;9,78E+12;The Valley of Vision;223;s;Religion;http://books.google.com/books/content?id=RJ54MKLeQ3YC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;1975;"The strength of Puritan character and life lay in prayer and meditation. In this practice the spirit of prayer was regarded as of first importance and the best form of prayer, for living prayer is the characteristic of genuine spirituality. Yet prayer is also vocal and may therefore on occasions be written. Consequently in the Puritan tradition there are many written prayers and meditations which constitute an important corpus of inspiring devotional literature. From this source, Arthur Bennett has distilled the essence of many prayers and set out in modern form what he calls ""aspiration units, the several parts of which could become springboards for the individual's own prayer subjects."" - Back cover.";1
5398;9,78E+12;Discovering God's Will;126;h;Religion;http://books.google.com/books/content?id=m0MPAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;1981;Discovering God's Will draws out fundamental principles by which God guides us. It shows that the guidance God gives comes primarily through knowing, loving and obeying him.;1
5399;9,78E+12;The Complete Theory Fun Factory;96;h;Juvenile Nonfiction;http://books.google.com/books/content?id=RoX8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;1996;(Boosey & Hawkes Scores/Books). Contains the material from books 1, 2 and 3;1
5400;9,78E+12;Trainspotting;96;h;Performing Arts;http://books.google.com/books/content?id=na1ZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;2002;In this book, Murray Smith unpicks the processes that led to the enormous success of Trainspotting. He isolates the various factors that make Trainspotting such a vivid document of its time.;1
5401;9,78E+12;The Shawshank redemption;96;s;Performing Arts;http://books.google.com/books/content?id=hYBZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_G;2003;An account of one of the most popular films of all time- a true and unexpected audience favourite;1
5402;9,78E+12;Exemplary Novels;167;h;;;Publisher_J;1992;;1
5403;9,78E+12;The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear;32;h;Juvenile Fiction;http://books.google.com/books/content?id=DTolngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;1996;Little Mouse worries that the big, hungry bear will take his freshly picked, ripe, red strawberry for himself.;1
5404;9,78E+12;Head, Shoulders, Knees and Toes ...;12;h;Juvenile Nonfiction;;Publisher_J;2002;An illustrated version of the song which identifies parts of the body. On board pages.;1
5405;9,78E+12;Blink-182;112;s;Rock groups;http://books.google.com/books/content?id=r658PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;2001;;1
5406;9,78E+12;Dissecting Marilyn Manson;192;s;Music;http://books.google.com/books/content?id=7_FrAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;2005;Marilyn Manson in more than a mere rock star - he is a cultural phenomenon. He has created a phantasmal world of freaks irresistible to a generation of disaffected youth, while generating unprecedented controversy and protests from conservative and Christian organisations. In Dissecting Marilyn Manson author Gavin Baddeley performs a cultural autopsy, examining the seminal influences and psychotic sources that have created this fascinating Frankenstein's monster. With its heavily visual approach, the text and pictures form a pathological scrapbook that explore the Manson mythos in an irreverent but deeply authoritative manner. Book jacket.;1
5407;9,78E+12;For the Sake of Argument;368;s;Literary Collections;http://books.google.com/books/content?id=pFmwvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;1994;Essays discuss international politics, modern conservatism, politicians, and literature;1
5408;9,78E+12;20,000 Leagues Under the Sea;288;s;Sea stories;;Publisher_G;1987;A nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and undersea world, which anticipated many of the scientific achievements of the twentieth century.;1
5409;9,78E+12;From Hell;576;s;Detective and mystery comic books, strips, etc;http://books.google.com/books/content?id=Op3iQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2006;Following the huge success of From Hell, Knockabout presents a stunning volume comprising a new story by Alan Moore, Snakes and Ladders, based on a performance given on Red Lion Square in Holborn. The other story, originally a performance piece by Alan Moore and Tim Perkins, was adapted as a comic by Eddie Campbell. It is a shamanism of childhood, a journey from the present to the past, back into the womb and beyond. The last part of this volume is an extensive interview of Alan Moore he gave Eddie Campbell for his self-published magazine, Egomania.;1
5410;9,78E+12;Eight Mindful Steps to Happiness;288;s;Body, Mind & Spirit;http://books.google.com/books/content?id=O7zazYDh02wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_C;2001;"The author plumbs the ""Eightfold Path"" of Buddhism for advice on how to live life with the proper attention to understanding, thinking, speech, action, livelihood, effort, mindfulness, and concentration.";1
5411;9,78E+12;Assassinating Shakespeare;256;s;Biography & Autobiography;http://books.google.com/books/content?id=RGQgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;2006;The startling adventures of a young Shakespearean street performer in 1970s Africa.;3
5412;9,78E+12;Full Circle;192;s;Travel;http://books.google.com/books/content?id=xtZlQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;1996;The author shares his experiences traveling in South America and tells the stories of memorable people he met in his travels;1
5413;9,78E+12;The Evolution of the Gilgamesh Epic;384;s;Literary Criticism;http://books.google.com/books/content?id=cxjuHTH6I2sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_C;2002;Special Features- Aims to show how The Gilgamesh Epic developed from its earliest to its latest form- Systematic, step-by-step tracking of the stylistic, thematic, structural, and theological changes in The Gilgamesh Epic- Relation of changes to factors (geographical, political, religious, literary) that may have prompted them- Attempts to identify the sources (biographical, historical, literary, folkloric) of the epic's themes, and to suggest what may have been intended by use of these themes- Extensive bibliography- Indices;1
5414;9,78E+12;Vergil's Aeneid;161;s;Literary Collections;http://books.google.com/books/content?id=mfGycd-8lx0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_B;2004;;1
5415;9,78E+12;Corroborating Evidence;234;h;True Crime;http://books.google.com/books/content?id=0LReHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;2005;Rasmussen presents evidence to show, with reasonable certainty, that someone else committed the murders that have kept William Heirens--the longest-serving living inmate in the Illinois penal system--in prison for 58 years .;3
5416;9,78E+12;West with the Night;294;h;Biography & Autobiography;http://books.google.com/books/content?id=k5aXb2_Hn1EC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;1942;Describes growing up in an Africa that no longer exists, training and breeding race horses, flying mail to Sudan, and being the first woman to fly the Atlantic, east to west;1
5417;9,78E+12;Moon in a Dewdrop;368;h;Philosophy;http://books.google.com/books/content?id=af-BZb7n9P8C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;1985;Eihei Dogen (1200-1253), among the first to transmit Zen Buddhism from China to Japan and founder of the important Soto School, was not only a profoundly influential and provocative Zen philosopher but also one of the most stimulating figures in Japanese letters. Kazuaki Tanahashi, collaborating with several other Zen authorities, has produced sensitive and accurate translations of Dogen's most important texts. Moon in a Dewdrop contains the key essays of the great master, as well as extensive background materials that will help Western readers to approach this significant work. There is also a selection of Dogen's poetry, most of which has not appeared in English translation before. Dogen's thought runs counter to conventional logic, employing paradoxical language and startling imagery. It illuminates such fundamental concerns as the nature of time, existence, life, death, the self, and what is beyond self.;1
5418;9,78E+12;Suburban Nation;320;s;Architecture;http://books.google.com/books/content?id=UZ0-0X4aiwQC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;2001;Three members of the Founders of the Congress for the New Urbanism give voice to a growing movement in North America to put an end to suburban sprawl and to replace the automobile-based settlement patterns of the past fifty years with a return to traditional planning principles. Reprint.;1
5419;9,78E+12;Rent Girl;239;h;Comics & Graphic Novels;http://books.google.com/books/content?id=xI_9wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2004;The story of a young lesbian's advetures in and out of the sex industry on both the East and West Coasts of America.;1
